Subject Label,Subject URI,Predicate Label,Predicate URI,Predicate Symmetry,Object Label,Object URI,Context
 Bohn R.E.,http://lab3sdm/Bohn R.E.,writes,writes,Assymetric,When do workarounds help or hurt patient outcomes? The moderating role of operational failures,http://lab3sdm/When do workarounds help or hurt patient outcomes? The moderating role of operational failures,
Nevers D.R.,http://lab3sdm/Nevers D.R.,writes,writes,Assymetric,Engineering radical polymer electrodes for electrochemical energy storage,http://lab3sdm/Engineering radical polymer electrodes for electrochemical energy storage,
 Brushett F.R.,http://lab3sdm/Brushett F.R.,writes,writes,Assymetric,Engineering radical polymer electrodes for electrochemical energy storage,http://lab3sdm/Engineering radical polymer electrodes for electrochemical energy storage,
 Wheeler D.R.,http://lab3sdm/Wheeler D.R.,writes,writes,Assymetric,Engineering radical polymer electrodes for electrochemical energy storage,http://lab3sdm/Engineering radical polymer electrodes for electrochemical energy storage,
Weidman J.,http://lab3sdm/Weidman J.,writes,writes,Assymetric,Simulations in Construction and Engineering Management Education to Explore Professional Challenges,http://lab3sdm/Simulations in Construction and Engineering Management Education to Explore Professional Challenges,
 Coombs D.,http://lab3sdm/Coombs D.,writes,writes,Assymetric,Simulations in Construction and Engineering Management Education to Explore Professional Challenges,http://lab3sdm/Simulations in Construction and Engineering Management Education to Explore Professional Challenges,
 Bulloch R.,http://lab3sdm/Bulloch R.,writes,writes,Assymetric,Simulations in Construction and Engineering Management Education to Explore Professional Challenges,http://lab3sdm/Simulations in Construction and Engineering Management Education to Explore Professional Challenges,
Weidman J.,http://lab3sdm/Weidman J.,writes,writes,Assymetric,Simulations in Construction and Engineering Management Education to Explore Professional Challenges,http://lab3sdm/Simulations in Construction and Engineering Management Education to Explore Professional Challenges,
 Coombs D.,http://lab3sdm/Coombs D.,writes,writes,Assymetric,Simulations in Construction and Engineering Management Education to Explore Professional Challenges,http://lab3sdm/Simulations in Construction and Engineering Management Education to Explore Professional Challenges,
 Bulloch R.,http://lab3sdm/Bulloch R.,writes,writes,Assymetric,Simulations in Construction and Engineering Management Education to Explore Professional Challenges,http://lab3sdm/Simulations in Construction and Engineering Management Education to Explore Professional Challenges,
Hoagland D.,http://lab3sdm/Hoagland D.,writes,writes,Assymetric,Continuous permeability measurement during unidirectional vacuum infusion processing,http://lab3sdm/Continuous permeability measurement during unidirectional vacuum infusion processing,
 George A.,http://lab3sdm/George A.,writes,writes,Assymetric,Continuous permeability measurement during unidirectional vacuum infusion processing,http://lab3sdm/Continuous permeability measurement during unidirectional vacuum infusion processing,
Jensen J.L.,http://lab3sdm/Jensen J.L.,writes,writes,Assymetric,Investigating Strategies for Pre-Class Content Learning in a Flipped Classroom,http://lab3sdm/Investigating Strategies for Pre-Class Content Learning in a Flipped Classroom,
 Holt E.A.,http://lab3sdm/Holt E.A.,writes,writes,Assymetric,Investigating Strategies for Pre-Class Content Learning in a Flipped Classroom,http://lab3sdm/Investigating Strategies for Pre-Class Content Learning in a Flipped Classroom,
 Sowards J.B.,http://lab3sdm/Sowards J.B.,writes,writes,Assymetric,Investigating Strategies for Pre-Class Content Learning in a Flipped Classroom,http://lab3sdm/Investigating Strategies for Pre-Class Content Learning in a Flipped Classroom,
 Heath Ogden T.,http://lab3sdm/Heath Ogden T.,writes,writes,Assymetric,Investigating Strategies for Pre-Class Content Learning in a Flipped Classroom,http://lab3sdm/Investigating Strategies for Pre-Class Content Learning in a Flipped Classroom,
 West R.E.,http://lab3sdm/West R.E.,writes,writes,Assymetric,Investigating Strategies for Pre-Class Content Learning in a Flipped Classroom,http://lab3sdm/Investigating Strategies for Pre-Class Content Learning in a Flipped Classroom,
Sansom R.L.,http://lab3sdm/Sansom R.L.,writes,writes,Assymetric,Increasing Student Use of a Learner Dashboard,http://lab3sdm/Increasing Student Use of a Learner Dashboard,
 Bodily R.,http://lab3sdm/Bodily R.,writes,writes,Assymetric,Increasing Student Use of a Learner Dashboard,http://lab3sdm/Increasing Student Use of a Learner Dashboard,
 Bates C.O.,http://lab3sdm/Bates C.O.,writes,writes,Assymetric,Increasing Student Use of a Learner Dashboard,http://lab3sdm/Increasing Student Use of a Learner Dashboard,
 Leary H.,http://lab3sdm/Leary H.,writes,writes,Assymetric,Increasing Student Use of a Learner Dashboard,http://lab3sdm/Increasing Student Use of a Learner Dashboard,
Aslani P.,http://lab3sdm/Aslani P.,writes,writes,Assymetric,Analysis of the external radiation from circular cylindrical shells,http://lab3sdm/Analysis of the external radiation from circular cylindrical shells,
 Sommerfeldt S.D.,http://lab3sdm/Sommerfeldt S.D.,writes,writes,Assymetric,Analysis of the external radiation from circular cylindrical shells,http://lab3sdm/Analysis of the external radiation from circular cylindrical shells,
 Blotter J.D.,http://lab3sdm/Blotter J.D.,writes,writes,Assymetric,Analysis of the external radiation from circular cylindrical shells,http://lab3sdm/Analysis of the external radiation from circular cylindrical shells,
Aslani P.,http://lab3sdm/Aslani P.,writes,writes,Assymetric,Analysis of the external radiation from circular cylindrical shells,http://lab3sdm/Analysis of the external radiation from circular cylindrical shells,
 Sommerfeldt S.D.,http://lab3sdm/Sommerfeldt S.D.,writes,writes,Assymetric,Analysis of the external radiation from circular cylindrical shells,http://lab3sdm/Analysis of the external radiation from circular cylindrical shells,
 Blotter J.D.,http://lab3sdm/Blotter J.D.,writes,writes,Assymetric,Analysis of the external radiation from circular cylindrical shells,http://lab3sdm/Analysis of the external radiation from circular cylindrical shells,
Fortes E.S.,http://lab3sdm/Fortes E.S.,writes,writes,Assymetric,High-Strength Concrete Masonry Walls under Concentric and Eccentric Loadings,http://lab3sdm/High-Strength Concrete Masonry Walls under Concentric and Eccentric Loadings,
 Parsekian G.A.,http://lab3sdm/Parsekian G.A.,writes,writes,Assymetric,High-Strength Concrete Masonry Walls under Concentric and Eccentric Loadings,http://lab3sdm/High-Strength Concrete Masonry Walls under Concentric and Eccentric Loadings,
 Fonseca F.S.,http://lab3sdm/Fonseca F.S.,writes,writes,Assymetric,High-Strength Concrete Masonry Walls under Concentric and Eccentric Loadings,http://lab3sdm/High-Strength Concrete Masonry Walls under Concentric and Eccentric Loadings,
 Camacho J.S.,http://lab3sdm/Camacho J.S.,writes,writes,Assymetric,High-Strength Concrete Masonry Walls under Concentric and Eccentric Loadings,http://lab3sdm/High-Strength Concrete Masonry Walls under Concentric and Eccentric Loadings,
Hanks K.N.,http://lab3sdm/Hanks K.N.,writes,writes,Assymetric,Experimental Performance of Block-Out Connections at the Base of Steel Moment Frames,http://lab3sdm/Experimental Performance of Block-Out Connections at the Base of Steel Moment Frames,
 Richards P.W.,http://lab3sdm/Richards P.W.,writes,writes,Assymetric,Experimental Performance of Block-Out Connections at the Base of Steel Moment Frames,http://lab3sdm/Experimental Performance of Block-Out Connections at the Base of Steel Moment Frames,
Fortes E.S.,http://lab3sdm/Fortes E.S.,writes,writes,Assymetric,High-Strength Concrete Masonry Walls under Concentric and Eccentric Loadings,http://lab3sdm/High-Strength Concrete Masonry Walls under Concentric and Eccentric Loadings,
 Parsekian G.A.,http://lab3sdm/Parsekian G.A.,writes,writes,Assymetric,High-Strength Concrete Masonry Walls under Concentric and Eccentric Loadings,http://lab3sdm/High-Strength Concrete Masonry Walls under Concentric and Eccentric Loadings,
 Fonseca F.S.,http://lab3sdm/Fonseca F.S.,writes,writes,Assymetric,High-Strength Concrete Masonry Walls under Concentric and Eccentric Loadings,http://lab3sdm/High-Strength Concrete Masonry Walls under Concentric and Eccentric Loadings,
 Camacho J.S.,http://lab3sdm/Camacho J.S.,writes,writes,Assymetric,High-Strength Concrete Masonry Walls under Concentric and Eccentric Loadings,http://lab3sdm/High-Strength Concrete Masonry Walls under Concentric and Eccentric Loadings,
Rose M.A.,http://lab3sdm/Rose M.A.,writes,writes,Assymetric,Status of elementary teacher development: Preparing elementary teachers to deliver technology and engineering experiences,http://lab3sdm/Status of elementary teacher development: Preparing elementary teachers to deliver technology and engineering experiences,
 Carter V.,http://lab3sdm/Carter V.,writes,writes,Assymetric,Status of elementary teacher development: Preparing elementary teachers to deliver technology and engineering experiences,http://lab3sdm/Status of elementary teacher development: Preparing elementary teachers to deliver technology and engineering experiences,
 Brown J.,http://lab3sdm/Brown J.,writes,writes,Assymetric,Status of elementary teacher development: Preparing elementary teachers to deliver technology and engineering experiences,http://lab3sdm/Status of elementary teacher development: Preparing elementary teachers to deliver technology and engineering experiences,
 Shumway S.,http://lab3sdm/Shumway S.,writes,writes,Assymetric,Status of elementary teacher development: Preparing elementary teachers to deliver technology and engineering experiences,http://lab3sdm/Status of elementary teacher development: Preparing elementary teachers to deliver technology and engineering experiences,
Wheadon J.,http://lab3sdm/Wheadon J.,writes,writes,Assymetric,"The need, development, and validation of the innovation test instrument","http://lab3sdm/The need, development, and validation of the innovation test instrument",
 Wright G.A.,http://lab3sdm/Wright G.A.,writes,writes,Assymetric,"The need, development, and validation of the innovation test instrument","http://lab3sdm/The need, development, and validation of the innovation test instrument",
 West R.E.,http://lab3sdm/West R.E.,writes,writes,Assymetric,"The need, development, and validation of the innovation test instrument","http://lab3sdm/The need, development, and validation of the innovation test instrument",
 Skaggs P.,http://lab3sdm/Skaggs P.,writes,writes,Assymetric,"The need, development, and validation of the innovation test instrument","http://lab3sdm/The need, development, and validation of the innovation test instrument",
Wheadon J.,http://lab3sdm/Wheadon J.,writes,writes,Assymetric,"The need, development, and validation of the innovation test instrument","http://lab3sdm/The need, development, and validation of the innovation test instrument",
 Wright G.A.,http://lab3sdm/Wright G.A.,writes,writes,Assymetric,"The need, development, and validation of the innovation test instrument","http://lab3sdm/The need, development, and validation of the innovation test instrument",
 West R.E.,http://lab3sdm/West R.E.,writes,writes,Assymetric,"The need, development, and validation of the innovation test instrument","http://lab3sdm/The need, development, and validation of the innovation test instrument",
 Skaggs P.,http://lab3sdm/Skaggs P.,writes,writes,Assymetric,"The need, development, and validation of the innovation test instrument","http://lab3sdm/The need, development, and validation of the innovation test instrument",
Maestre J.,http://lab3sdm/Maestre J.,writes,writes,Assymetric,Dynamics of a capsule flowing in a tube under pulsatile flow,http://lab3sdm/Dynamics of a capsule flowing in a tube under pulsatile flow,
 Pallares J.,http://lab3sdm/Pallares J.,writes,writes,Assymetric,Dynamics of a capsule flowing in a tube under pulsatile flow,http://lab3sdm/Dynamics of a capsule flowing in a tube under pulsatile flow,
 Cuesta I.,http://lab3sdm/Cuesta I.,writes,writes,Assymetric,Dynamics of a capsule flowing in a tube under pulsatile flow,http://lab3sdm/Dynamics of a capsule flowing in a tube under pulsatile flow,
 Scott M.A.,http://lab3sdm/Scott M.A.,writes,writes,Assymetric,Dynamics of a capsule flowing in a tube under pulsatile flow,http://lab3sdm/Dynamics of a capsule flowing in a tube under pulsatile flow,
Mulford R.B.,http://lab3sdm/Mulford R.B.,writes,writes,Assymetric,Total hemispherical apparent radiative properties of the infinite V-Groove with diffuse reflection,http://lab3sdm/Total hemispherical apparent radiative properties of the infinite V-Groove with diffuse reflection,
 Collins N.S.,http://lab3sdm/Collins N.S.,writes,writes,Assymetric,Total hemispherical apparent radiative properties of the infinite V-Groove with diffuse reflection,http://lab3sdm/Total hemispherical apparent radiative properties of the infinite V-Groove with diffuse reflection,
 Farnsworth M.S.,http://lab3sdm/Farnsworth M.S.,writes,writes,Assymetric,Total hemispherical apparent radiative properties of the infinite V-Groove with diffuse reflection,http://lab3sdm/Total hemispherical apparent radiative properties of the infinite V-Groove with diffuse reflection,
 Jones M.R.,http://lab3sdm/Jones M.R.,writes,writes,Assymetric,Total hemispherical apparent radiative properties of the infinite V-Groove with diffuse reflection,http://lab3sdm/Total hemispherical apparent radiative properties of the infinite V-Groove with diffuse reflection,
 Iverson B.D.,http://lab3sdm/Iverson B.D.,writes,writes,Assymetric,Total hemispherical apparent radiative properties of the infinite V-Groove with diffuse reflection,http://lab3sdm/Total hemispherical apparent radiative properties of the infinite V-Groove with diffuse reflection,
